iteration;2PX;MPX;SMUT;EMUT;LM;LPM
0;0.35714285714285715;0.35714285714285715;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142
1;0.35714285714285715;0.35714285714285715;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142
2;0.35714285714285715;0.35714285714285715;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142
3;0.35714285714285715;0.35714285714285715;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142
4;0.35714285714285715;0.35714285714285715;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142
5;0.35714285714285715;0.35714285714285715;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142
6;0.35714285714285715;0.35714285714285715;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142
7;0.35714285714285715;0.35714285714285715;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142
8;0.35714285714285715;0.35714285714285715;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142
9;0.35714285714285715;0.35714285714285715;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142
10;0.35714285714285715;0.35714285714285715;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142
11;0.35714285714285715;0.35714285714285715;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142
12;0.35714285714285715;0.35714285714285715;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142
13;0.3564650059311981;0.3564650059311981;0.0711743772241993;0.07354685646500592;0.0711743772241993;0.0711743772241993
14;0.35640343093759247;0.35551611949127476;0.0709849157054126;0.075125702454895;0.0709849157054126;0.0709849157054126
15;0.35640343093759247;0.35551611949127476;0.0709849157054126;0.075125702454895;0.0709849157054126;0.0709849157054126
16;0.35640343093759247;0.35551611949127476;0.0709849157054126;0.075125702454895;0.0709849157054126;0.0709849157054126
17;0.35640343093759247;0.35551611949127476;0.0709849157054126;0.075125702454895;0.0709849157054126;0.0709849157054126
18;0.43345323741007197;0.21618705035971225;0.08633093525179857;0.09136690647482014;0.08633093525179857;0.08633093525179857
19;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
20;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
21;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
22;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
23;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
24;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
25;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
26;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
27;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
28;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
29;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
30;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
31;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
32;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
33;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
34;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
35;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
36;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
37;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
38;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
39;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
40;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
41;0.3209909429941396;0.1600958977091103;0.12786361214704317;0.13532232285562065;0.12786361214704317;0.12786361214704317
42;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
43;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
44;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
45;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
46;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
47;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
48;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
49;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
50;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
51;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
52;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
53;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
54;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
55;0.2069380044650524;0.2064228061136871;0.0824317362184441;0.17448050832904;0.1648634724368882;0.1648634724368882
56;0.2069380044650524;0.2064228061136871;0.0824317362184441;0.17448050832904;0.1648634724368882;0.1648634724368882
57;0.22552872917836422;0.2249672468650571;0.08983717012914093;0.19015534344001495;0.08983717012914093;0.17967434025828186
58;0.24922440537745605;0.24860392967942088;0.09927611168562564;0.10506721820062045;0.09927611168562564;0.19855222337125128
59;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
60;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
61;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
62;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
63;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
64;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
65;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
66;0.2766934557979334;0.27600459242250286;0.11021814006888633;0.1166475315729047;0.11021814006888633;0.11021814006888633
67;0.3209909429941396;0.1600958977091103;0.12786361214704317;0.13532232285562065;0.12786361214704317;0.12786361214704317
68;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
69;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
70;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
71;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
72;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
73;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
74;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
75;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
76;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
77;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
78;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
79;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
80;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
81;0.19117880374424878;0.19070283991749962;0.15230842455973345;0.16119308265905122;0.15230842455973345;0.15230842455973345
