6t1z;393;4.32;-334.0;36.28
6t1z;393;4.37;-309.0;32.16
6t1z;393;4.34;-309.0;33.25
6t1z;393;4.34;-294.0;33.53
6t1z;393;4.4;-292.0;43.51
6t1z;393;4.47;-299.0;33.15
6t1z;393;4.48;-312.0;27.58
6t1z;393;4.32;-304.0;34.94
6t1z;393;4.31;-291.0;34.28
6t1z;393;1367.03;-412.0;28.7
