Week,Author,Title,Price,ISBN,Rank,Category
7, Celeste Ng ,Little Fires Everywhere ,27.0,  9780735224292,6,Hardcover Fiction
7, Jesmyn Ward ,"Sing, Unburied, Sing ",26.0,  9781501126062,7,Hardcover Fiction
7, Jojo Moyes ,Still Me ,27.0,  9780399562457,8,Hardcover Fiction
7, Dan Brown ,Origin ,29.95,  9780385514231,9,Hardcover Fiction
7, Greer Hendricks ,The Wife Between Us ,26.99,  9781250130921,10,Hardcover Fiction
7, Naomi Alderman ,The Power ,26.0,  9780316547611,11,Hardcover Fiction
7, John Grisham ,The Rooster Bar ,28.95,  9780385541176,12,Hardcover Fiction
7, Andy Weir ,Artemis ,27.0,  9780553448122,13,Hardcover Fiction
7, Jennifer Egan ,Manhattan Beach ,27.0,  9781476716732,14,Hardcover Fiction
7, Robert Harris ,Munich ,27.95,  9780525520269,15,Hardcover Fiction
7, Michael Wolff ,Fire and Fury ,30.0,  9781250158062,1,Hardcover Nonfiction
7, Neil deGrasse Tyson ,Astrophysics for People in a Hurry ,18.95,  9780393609394,2,Hardcover Nonfiction
7, Mark Manson ,The Subtle Art of Not Giving A F*ck ,24.99,  9780062457714,3,Hardcover Nonfiction
7, Walter Isaacson ,Leonardo da Vinci ,35.0,  9781501139154,4,Hardcover Nonfiction
7, Tiffany Haddish ,The Last Black Unicorn ,26.0,  9781501181825,5,Hardcover Nonfiction
7, Dave Eggers ,The Monk of Mokha ,28.95,  9781101947319,6,Hardcover Nonfiction
7, David Grann ,Killers of the Flower Moon ,28.95,  9780385534246,7,Hardcover Nonfiction
7, Pete Souza ,Obama: An Intimate Portrait ,50.0,  9780316512589,8,Hardcover Nonfiction
7, Ray Dalio ,Principles: Life and Work ,30.0,  9781501124020,9,Hardcover Nonfiction
7, Steven Levitsky ,How Democracies Die ,26.0,  9781524762933,10,Hardcover Nonfiction
7, J.D. Vance ,Hillbilly Elegy ,27.99,  9780062300546,11,Hardcover Nonfiction
7, Daniel H. Pink ,When: The Scientific Secrets of Perfect Timing ,28.0,  9780735210622,12,Hardcover Nonfiction
7, Steve Coll ,Directorate S: The C.I.A. and America's Secret Wars in Afghanistan and Pakistan ,35.0,  9781594204586,13,Hardcover Nonfiction
7, The Dalai Lama ,The Book of Joy ,26.0,  9780399185045,14,Hardcover Nonfiction
7, Zadie Smith ,Feel Free: Essays ,28.0,  9781594206252,15,Hardcover Nonfiction
7, Lee Child ,No Middle Name ,9.99,  9780399593598,1,Mass Market
7, Ernest Cline ,Ready Player One ,9.99,  9780804190145,2,Mass Market
7, John Grisham ,The Whistler ,9.99,  9781101967683,3,Mass Market
7, James Patterson ,Never Never ,9.99,  9781478944782,4,Mass Market
7, Michael Crichton ,Dragon Teeth ,9.99,  9780062473363,5,Mass Market
7, Liane Moriarty ,The Husband's Secret ,9.99,  9780451490049,6,Mass Market
7, Danielle Steel ,Against All Odds ,8.99,  9781101883938,7,Mass Market
7, Brian Kilmeade ,Thomas Jefferson and the Tripoli Pirates ,9.99,  9780143131830,8,Mass Market
7, Liane Moriarty ,What Alice Forgot ,9.99,  9780451490445,9,Mass Market
7, Steve Berry ,The Lost Order ,9.99,  9781250058461,10,Mass Market
7, Colson Whitehead ,The Underground Railroad ,16.95,  9780345804327,1,Trade Paperback Fiction
7, George Saunders ,Lincoln in the Bardo- Debut ,17.0,  9780812985405,2,Trade Paperback Fiction
7, Min Jin Lee ,Pachinko ,15.99,  9781455563920,3,Trade Paperback Fiction
7, Jessica Shattuck ,The Women in the Castle ,16.99,  9780062563675,4,Trade Paperback Fiction
7, Ruth Ware ,The Woman in Cabin 10 ,16.0,  9781501132957,5,Trade Paperback Fiction
7, Georgia Hunter ,We Were the Lucky Ones ,16.0,  9780399563096,6,Trade Paperback Fiction
7, Fredrik Backman ,Beartown- Debut ,17.0,  9781501160776,7,Trade Paperback Fiction
7, Anthony Doerr ,All the Light We Cannot See ,17.0,  9781501173219,8,Trade Paperback Fiction
7, Margaret Atwood ,The Handmaid's Tale ,15.95,  9780525435006,9,Trade Paperback Fiction
7, Ernest Cline ,Ready Player One ,16.0,  9780804190138,10,Trade Paperback Fiction
7, Shari Lapena ,The Couple Next Door ,16.0,  9780735221109,11,Trade Paperback Fiction
7, Rupi Kaur ,The Sun and Her Flowers ,16.99,  9781449486792,12,Trade Paperback Fiction
7, Rupi Kaur ,Milk and Honey ,14.99,  9781449474256,13,Trade Paperback Fiction
7, Christina Baker Kline ,A Piece of the World ,16.99,  9780062356277,14,Trade Paperback Fiction
7, Andre Aciman ,Call Me by Your Name ,17.0,  9781250169440,15,Trade Paperback Fiction
7, Jen Sincero ,You Are a Badass ,16.0,  9780762447695,1,Trade Paperback Nonfiction
7, Peter Frankopan ,The Silk Roads ,20.0,  9781101912379,2,Trade Paperback Nonfiction
7, Doug Stanton ,12 Strong ,18.0,  9781501178511,3,Trade Paperback Nonfiction
7, Jonah Berger ,Invisible Influence ,16.0,  9781476759739,4,Trade Paperback Nonfiction
7, Atul Gawande ,Being Mortal ,16.0,  9781250076229,5,Trade Paperback Nonfiction
7, Douglas J. Preston ,The Lost City of the Monkey God ,15.99,  9781455540013,6,Trade Paperback Nonfiction
7, Harvard Business School Press ,HBR's 10 Must Reads on Emotional Intelligence ,24.95,  9781633690196,7,Trade Paperback Nonfiction
7, Harvard Business School Press ,HBR's 10 Must Reads on Managing Yourself ,24.95,  9781422157992,8,Trade Paperback Nonfiction
7, Matthew Desmond ,Evicted ,17.0,  9780553447453,9,Trade Paperback Nonfiction
7, Michael Lewis ,The Undoing Project ,16.95,  9780393354775,10,Trade Paperback Nonfiction
7, Simon Sinek ,Start With Why ,16.0,  9781591846444,11,Trade Paperback Nonfiction
7, Simon Sinek ,Leaders Eat Last ,17.0,  9781591848011,12,Trade Paperback Nonfiction
7, Thich Nhat Hanh ,How to Love ,9.95,  9781937006884,13,Trade Paperback Nonfiction
7, Sheelah Kolhatkar ,Black Edge ,18.0,  9780812985795,14,Trade Paperback Nonfiction
7, Alexandra Horowitz ,Being a Dog ,17.0,  9781476796024,15,Trade Paperback Nonfiction
7, Angie Thomas ,The Hate U Give ,17.99,  9780062498533,1,Young Adult
7, John Green ,Turtles All the Way Down ,19.99,  9780525555360,2,Young Adult
7, Tamora Pierce ,Tempests and Slaughter ,18.99,  9780375847110,3,Young Adult
7, David Levithan ,Every Day ,10.99,  9780525581611,4,Young Adult
7, Melissa Albert ,The Hazel Wood ,16.99,  9781250147905,5,Young Adult
7, Philip Pullman ,The Book of Dust: La Belle Sauvage ,22.99,  9780375815300,6,Young Adult
7, Becky Albertalli ,Simon vs. the Homo Sapiens Agenda ,10.99,  9780062792167,7,Young Adult
7, Nicola Yoon ,"Everything, Everything ",10.99,  9781524769604,8,Young Adult
7, Holly Black ,The Cruel Prince ,18.99,  9780316310277,9,Young Adult
7, Markus Zusak ,The Book Thief ,12.99,  9780385754729,10,Young Adult
7, Karen M. McManus ,One of Us Is Lying ,17.99,  9781524714680,11,Young Adult
7, Ruta Sepetys ,Salt to the Sea ,10.99,  9780142423622,12,Young Adult
7, Lois Lowry ,The Giver ,9.99,  9780544340688,13,Young Adult
7, Dhonielle Clayton ,The Belles ,17.99,  9781484728499,14,Young Adult
7, Marissa Meyer ,Renegades ,19.99,  9781250044662,15,Young Adult
8, Madeleine L'Engle ,A Wrinkle in Time ,8.99,  9781250153272,1,Early & Middle
8, R.J. Palacio ,Wonder ,16.99,  9781524720193,2,Early & Middle
8, Kelly Barnhill ,The Girl Who Drank the Moon ,16.95,  9781616205676,3,Early & Middle
8, R.J. Palacio ,Auggie & Me ,16.99,  9781101934852,4,Early & Middle
8, Erin Entrada Kelly & Isabel Roxas (Illus.) ,"Hello, Universe ",16.99,  9780062414151,5,Early & Middle
8, Victoria Jamieson ,All's Faire in Middle School ,12.99,  9780525429999,6,Early & Middle
8, Raina Telgemeier ,Drama ,10.99,  9780545326995,7,Early & Middle
8, Raina Telgemeier ,Sisters ,10.99,  9780545540605,8,Early & Middle
8, Katherine Applegate ,Wishtree ,16.99,  9781250043221,9,Early & Middle
8, Kimberly Brubaker Bradley ,The War That Saved My Life ,8.99,  9780147510488,10,Early & Middle
8, Raina Telgemeier ,Smile ,10.99,  9780545132060,11,Early & Middle
8, Ronald L. Smith ,Black Panther: The Young Prince ,16.99,  9781484787649,12,Early & Middle
8, Jim McCann ,Marvel's Black Panther: The Junior Novel ,6.99,  9780316413206,13,Early & Middle
8, Raina Telgemeier ,Ghosts ,10.99,  9780545540629,14,Early & Middle
8, Victoria Jamieson ,Roller Girl ,12.99,  9780803740167,15,Early & Middle
8, Tayari Jones ,An American Marriage ,26.95,  9781616208776,1,Hardcover Fiction
8, Kristin Hannah ,The Great Alone ,28.99,  9780312577230,2,Hardcover Fiction
8, A.J. Finn ,The Woman in the Window ,26.99,  9780062678416,3,Hardcover Fiction
8, Celeste Ng ,Little Fires Everywhere ,27.0,  9780735224292,4,Hardcover Fiction
8, Amor Towles ,A Gentleman in Moscow ,27.0,  9780670026197,5,Hardcover Fiction
8, Chloe Benjamin ,The Immortalists ,26.0,  9780735213180,6,Hardcover Fiction
8, Jesmyn Ward ,"Sing, Unburied, Sing ",26.0,  9781501126062,7,Hardcover Fiction
8, Dan Brown ,Origin ,29.95,  9780385514231,8,Hardcover Fiction
8, Jojo Moyes ,Still Me ,27.0,  9780399562457,9,Hardcover Fiction
8, Naomi Alderman ,The Power ,26.0,  9780316547611,10,Hardcover Fiction
8, Jennifer Egan ,Manhattan Beach ,27.0,  9781476716732,11,Hardcover Fiction
8, Amy Bloom ,White Houses ,27.0,  9780812995664,12,Hardcover Fiction
8, Greer Hendricks ,The Wife Between Us ,26.99,  9781250130921,13,Hardcover Fiction
8, John Grisham ,The Rooster Bar ,28.95,  9780385541176,14,Hardcover Fiction
8, Matt Haig ,How to Stop Time ,26.0,  9780525522874,15,Hardcover Fiction
8, Michael Wolff ,Fire and Fury ,30.0,  9781250158062,1,Hardcover Nonfiction
8, Neil deGrasse Tyson ,Astrophysics for People in a Hurry ,18.95,  9780393609394,2,Hardcover Nonfiction
8, Mark Manson ,The Subtle Art of Not Giving A F*ck ,24.99,  9780062457714,3,Hardcover Nonfiction
8, Dave Eggers ,The Monk of Mokha ,28.95,  9781101947319,4,Hardcover Nonfiction
8, Tiffany Haddish ,The Last Black Unicorn ,26.0,  9781501181825,5,Hardcover Nonfiction
8, Steven Pinker ,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress ",35.0,  9780525427575,6,Hardcover Nonfiction
8, Walter Isaacson ,Leonardo da Vinci ,35.0,  9781501139154,7,Hardcover Nonfiction
8, Jordan B. Peterson ,12 Rules for Life: An Antidote to Chaos ,25.95,  9780345816023,8,Hardcover Nonfiction
8, J.D. Vance ,Hillbilly Elegy ,27.99,  9780062300546,9,Hardcover Nonfiction
8, The Dalai Lama ,The Book of Joy ,26.0,  9780399185045,10,Hardcover Nonfiction
8, Pete Souza ,Obama: An Intimate Portrait ,50.0,  9780316512589,11,Hardcover Nonfiction
8, David Grann ,Killers of the Flower Moon ,28.95,  9780385534246,12,Hardcover Nonfiction
8, Steven Levitsky ,How Democracies Die ,26.0,  9781524762933,13,Hardcover Nonfiction
8, Ray Dalio ,Principles ,30.0,  9781501124020,14,Hardcover Nonfiction
8, Daniel H. Pink ,When ,28.0,  9780735210622,15,Hardcover Nonfiction
8, Lee Child ,No Middle Name ,9.99,  9780399593598,1,Mass Market
8, Ernest Cline ,Ready Player One ,9.99,  9780804190145,2,Mass Market
8, John Grisham ,The Whistler ,9.99,  9781101967683,3,Mass Market
8, Michael Crichton ,Dragon Teeth ,9.99,  9780062473363,4,Mass Market
8, Liane Moriarty ,The Husband's Secret ,9.99,  9780451490049,5,Mass Market
8, James Patterson ,Never Never ,9.99,  9781478944782,6,Mass Market
8, Doug Stanton ,12 Strong ,9.99,  9781501179952,7,Mass Market
8, Liane Moriarty ,What Alice Forgot ,9.99,  9780451490445,8,Mass Market
8, Danielle Steel ,Against All Odds ,8.99,  9781101883938,9,Mass Market
8, George Orwell ,1984 ,9.99,  9780451524935,10,Mass Market
8, George Saunders ,Lincoln in the Bardo ,17.0,  9780812985405,1,Trade Paperback Fiction
8, Colson Whitehead ,The Underground Railroad ,16.95,  9780345804327,2,Trade Paperback Fiction
8, Fredrik Backman ,Beartown ,17.0,  9781501160776,3,Trade Paperback Fiction
8, Min Jin Lee ,Pachinko ,15.99,  9781455563920,4,Trade Paperback Fiction
8, Ruth Ware ,The Woman in Cabin 10 ,16.0,  9781501132957,5,Trade Paperback Fiction
8, Anthony Doerr ,All the Light We Cannot See ,17.0,  9781501173219,6,Trade Paperback Fiction
8, Georgia Hunter ,We Were the Lucky Ones ,16.0,  9780399563096,7,Trade Paperback Fiction
8, Ernest Cline ,Ready Player One ,16.0,  9780804190138,8,Trade Paperback Fiction
8, Jessica Shattuck ,The Women in the Castle ,16.99,  9780062563675,9,Trade Paperback Fiction
8, Margaret Atwood ,The Handmaid's Tale ,15.95,  9780525435006,10,Trade Paperback Fiction
8, Rupi Kaur ,The Sun and Her Flowers ,16.99,  9781449486792,11,Trade Paperback Fiction
8, Andre Aciman ,Call Me by Your Name ,17.0,  9781250169440,12,Trade Paperback Fiction
8, Rupi Kaur ,Milk and Honey ,14.99,  9781449474256,13,Trade Paperback Fiction
8, Shari Lapena ,The Couple Next Door ,16.0,  9780735221109,14,Trade Paperback Fiction
8, Leila Slimani ,The Perfect Nanny ,16.0,  9780143132172,15,Trade Paperback Fiction
8, Jen Sincero ,You Are a Badass ,16.0,  9780762447695,1,Trade Paperback Nonfiction
8, Peter Frankopan ,The Silk Roads ,20.0,  9781101912379,2,Trade Paperback Nonfiction
8, Doug Stanton ,12 Strong ,18.0,  9781501178511,3,Trade Paperback Nonfiction
8, Jonah Berger ,Invisible Influence ,16.0,  9781476759739,4,Trade Paperback Nonfiction
8, Atul Gawande ,Being Mortal ,16.0,  9781250076229,5,Trade Paperback Nonfiction
8, Harvard Business School Press ,HBR's 10 Must Reads on Emotional Intelligence ,24.95,  9781633690196,6,Trade Paperback Nonfiction
8, Harvard Business School Press ,HBR's 10 Must Reads on Managing Yourself ,24.95,  9781422157992,7,Trade Paperback Nonfiction
8, Matthew Desmond ,Evicted ,17.0,  9780553447453,8,Trade Paperback Nonfiction
8, Thich Nhat Hanh ,How to Love ,9.95,  9781937006884,9,Trade Paperback Nonfiction
8, Sheelah Kolhatkar ,Black Edge ,18.0,  9780812985795,10,Trade Paperback Nonfiction
8, Douglas J. Preston ,The Lost City of the Monkey God ,15.99,  9781455540013,11,Trade Paperback Nonfiction
8, Simon Sinek ,Start With Why ,16.0,  9781591846444,12,Trade Paperback Nonfiction
8, Michael Lewis ,The Undoing Project ,16.95,  9780393354775,13,Trade Paperback Nonfiction
8, Timothy Snyder ,On Tyranny ,7.99,  9780804190114,14,Trade Paperback Nonfiction
8, Chimamanda Ngozi Adichie ,We Should All Be Feminists ,7.95,  9781101911761,15,Trade Paperback Nonfiction
8, Angie Thomas ,The Hate U Give ,17.99,  9780062498533,1,Young Adult
8, John Green ,Turtles All the Way Down ,19.99,  9780525555360,2,Young Adult
8, David Levithan ,Every Day ,10.99,  9780525581611,3,Young Adult
8, Becky Albertalli ,Simon vs. the Homo Sapiens Agenda ,10.99,  9780062792167,4,Young Adult
8, Tamora Pierce ,Tempests and Slaughter ,18.99,  9780375847110,5,Young Adult
8, Philip Pullman ,The Book of Dust: La Belle Sauvage ,22.99,  9780375815300,6,Young Adult
8, Jen Wang ,The Prince and the Dressmaker ,16.99,  9781626723634,7,Young Adult
8, Holly Black ,The Cruel Prince ,18.99,  9780316310277,8,Young Adult
8, Nina LaCour ,We Are Okay ,17.99,  9780525425892,9,Young Adult
8, Ruta Sepetys ,Salt to the Sea ,10.99,  9780142423622,10,Young Adult
8, Jason Reynolds ,Long Way Down ,17.99,  9781481438254,11,Young Adult
8, Nicola Yoon ,"Everything, Everything ",10.99,  9781524769604,12,Young Adult
8, John Green ,The Fault in Our Stars ,12.99,  9780142424179,13,Young Adult
8, Markus Zusak ,The Book Thief ,12.99,  9780385754729,14,Young Adult
8, Nic Stone ,Dear Martin ,17.99,  9781101939499,15,Young Adult
9, Madeleine L'Engle ,A Wrinkle in Time ,8.99,  9781250153272,1,Early & Middle
9, R.J. Palacio ,Wonder ,16.99,  9781524720193,2,Early & Middle
9, R.J. Palacio ,Auggie & Me ,16.99,  9781101934852,3,Early & Middle
9, Kelly Barnhill ,The Girl Who Drank the Moon ,16.95,  9781616205676,4,Early & Middle
9, Raina Telgemeier ,Drama ,10.99,  9780545326995,5,Early & Middle
9, Kimberly Brubaker Bradley ,The War That Saved My Life ,8.99,  9780147510488,6,Early & Middle
9, Ronald L. Smith ,Black Panther: The Young Prince ,16.99,  9781484787649,7,Early & Middle
9, Raina Telgemeier ,Sisters ,10.99,  9780545540605,8,Early & Middle
9, Raina Telgemeier ,Smile ,10.99,  9780545132060,9,Early & Middle
9, Jim McCann ,Marvel's Black Panther: The Junior Novel ,6.99,  9780316413206,10,Early & Middle
9, Victoria Jamieson ,All's Faire in Middle School ,12.99,  9780525429999,11,Early & Middle
9, Kimberly Brubaker Bradley ,The War I Finally Won ,16.99,  9780525429203,12,Early & Middle
9, Raina Telgemeier ,Ghosts ,10.99,  9780545540629,13,Early & Middle
9, Erin Entrada Kelly ,"Hello, Universe ",16.99,  9780062414151,14,Early & Middle
9, Katherine Applegate ,Wishtree ,16.99,  9781250043221,15,Early & Middle
9, Tayari Jones ,An American Marriage ,26.95,  9781616208776,1,Hardcover Fiction
9, Kristin Hannah ,The Great Alone ,28.99,  9780312577230,2,Hardcover Fiction
9, A.J. Finn ,The Woman in the Window ,26.99,  9780062678416,3,Hardcover Fiction
9, Amor Towles ,A Gentleman in Moscow ,27.0,  9780670026197,4,Hardcover Fiction
9, Celeste Ng ,Little Fires Everywhere ,27.0,  9780735224292,5,Hardcover Fiction
9, Chloe Benjamin ,The Immortalists ,26.0,  9780735213180,6,Hardcover Fiction
9, Jesmyn Ward ,"Sing, Unburied, Sing ",26.0,  9781501126062,7,Hardcover Fiction
9, Naomi Alderman ,The Power ,26.0,  9780316547611,8,Hardcover Fiction
9, Jojo Moyes ,Still Me ,27.0,  9780399562457,9,Hardcover Fiction
9, Dan Brown ,Origin ,29.95,  9780385514231,10,Hardcover Fiction
9, Matt Haig ,How to Stop Time ,26.0,  9780525522874,11,Hardcover Fiction
9, Jennifer Egan ,Manhattan Beach ,27.0,  9781476716732,12,Hardcover Fiction
9, Amy Bloom ,White Houses ,27.0,  9780812995664,13,Hardcover Fiction
9, Lisa Halliday ,Asymmetry ,26.0,  9781501166761,14,Hardcover Fiction
9, Andy Weir ,Artemis ,27.0,  9780553448122,15,Hardcover Fiction
9, Michael Wolff ,Fire and Fury ,30.0,  9781250158062,1,Hardcover Nonfiction
9, Neil deGrasse Tyson ,Astrophysics for People in a Hurry ,18.95,  9780393609394,2,Hardcover Nonfiction
9, Mark Manson ,The Subtle Art of Not Giving A F*ck ,24.99,  9780062457714,3,Hardcover Nonfiction
9, Tara Westover ,Educated: A Memoir ,28.0,  9780399590504,4,Hardcover Nonfiction
9, Steven Pinker ,Enlightenment Now ,35.0,  9780525427575,5,Hardcover Nonfiction
9, Walter Isaacson ,Leonardo da Vinci ,35.0,  9781501139154,6,Hardcover Nonfiction
9, Jordan B. Peterson ,12 Rules for Life ,25.95,  9780345816023,7,Hardcover Nonfiction
9, Tiffany Haddish ,The Last Black Unicorn ,26.0,  9781501181825,8,Hardcover Nonfiction
9, J.D. Vance ,Hillbilly Elegy ,27.99,  9780062300546,9,Hardcover Nonfiction
9, David Grann ,Killers of the Flower Moon ,28.95,  9780385534246,10,Hardcover Nonfiction
9, Ray Dalio ,Principles ,30.0,  9781501124020,11,Hardcover Nonfiction
9, Dave Eggers ,The Monk of Mokha ,28.95,  9781101947319,12,Hardcover Nonfiction
9, Pete Souza ,Obama: An Intimate Portrait ,50.0,  9780316512589,13,Hardcover Nonfiction
9, Marilynne Robinson ,What Are We Doing Here?: Essays ,27.0,  9780374282219,14,Hardcover Nonfiction
9, Zadie Smith ,Feel Free ,28.0,  9781594206252,15,Hardcover Nonfiction
9, Lee Child ,No Middle Name ,9.99,  9780399593598,1,Mass Market
9, Ernest Cline ,Ready Player One ,9.99,  9780804190145,2,Mass Market
9, John Grisham ,The Whistler ,9.99,  9781101967683,3,Mass Market
9, Jason Matthews ,Red Sparrow ,9.99,  9781501168918,4,Mass Market
9, James Patterson ,Never Never ,9.99,  9781478944782,5,Mass Market
9, George Orwell ,1984 ,9.99,  9780451524935,6,Mass Market
9, Liane Moriarty ,The Husband's Secret ,9.99,  9780451490049,7,Mass Market
9, Michael Crichton ,Dragon Teeth ,9.99,  9780062473363,8,Mass Market
9, Danielle Steel ,Against All Odds ,8.99,  9781101883938,9,Mass Market
9, Liane Moriarty ,What Alice Forgot ,9.99,  9780451490445,10,Mass Market
9, George Saunders ,Lincoln in the Bardo ,17.0,  9780812985405,1,Trade Paperback Fiction
9, Colson Whitehead ,The Underground Railroad ,16.95,  9780345804327,2,Trade Paperback Fiction
9, Min Jin Lee ,Pachinko ,15.99,  9781455563920,3,Trade Paperback Fiction
9, Fredrik Backman ,Beartown ,17.0,  9781501160776,4,Trade Paperback Fiction
9, Ernest Cline ,Ready Player One ,16.0,  9780804190138,5,Trade Paperback Fiction
9, Jessica Shattuck ,The Women in the Castle ,16.99,  9780062563675,6,Trade Paperback Fiction
9, Ruth Ware ,The Woman in Cabin 10 ,16.0,  9781501132957,7,Trade Paperback Fiction
9, Rupi Kaur ,The Sun and Her Flowers ,16.99,  9781449486792,8,Trade Paperback Fiction
9, Georgia Hunter ,We Were the Lucky Ones ,16.0,  9780399563096,9,Trade Paperback Fiction
9, Jodi Picoult ,Small Great Things ,17.0,  9780345544971,10,Trade Paperback Fiction
9, Margaret Atwood ,The Handmaid's Tale ,15.95,  9780525435006,11,Trade Paperback Fiction
9, Anthony Doerr ,All the Light We Cannot See ,17.0,  9781501173219,12,Trade Paperback Fiction
9, Shari Lapena ,The Couple Next Door ,16.0,  9780735221109,13,Trade Paperback Fiction
9, Andre Aciman ,Call Me by Your Name ,17.0,  9781250169440,14,Trade Paperback Fiction
9, Rupi Kaur ,Milk and Honey ,14.99,  9781449474256,15,Trade Paperback Fiction
9, Jen Sincero ,You Are a Badass ,16.0,  9780762447695,1,Trade Paperback Nonfiction
9, Michael Finkel ,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit ,16.0,  9781101911532,2,Trade Paperback Nonfiction
9, Peter Frankopan ,The Silk Roads ,20.0,  9781101912379,3,Trade Paperback Nonfiction
9, Doug Stanton ,12 Strong ,18.0,  9781501178511,4,Trade Paperback Nonfiction
9, Jonah Berger ,Invisible Influence ,16.0,  9781476759739,5,Trade Paperback Nonfiction
9, Atul Gawande ,Being Mortal ,16.0,  9781250076229,6,Trade Paperback Nonfiction
9, Harvard Business School Press ,HBR's 10 Must Reads on Emotional Intelligence ,24.95,  9781633690196,7,Trade Paperback Nonfiction
9, Harvard Business School Press ,HBR's 10 Must Reads on Managing Yourself ,24.95,  9781422157992,8,Trade Paperback Nonfiction
9, Matthew Desmond ,Evicted ,17.0,  9780553447453,9,Trade Paperback Nonfiction
9, Timothy Snyder ,On Tyranny ,7.99,  9780804190114,10,Trade Paperback Nonfiction
9, Simon Sinek ,Start With Why ,16.0,  9781591846444,11,Trade Paperback Nonfiction
9, Simon Sinek ,Leaders Eat Last ,17.0,  9781591848011,12,Trade Paperback Nonfiction
9, Michael Lewis ,The Undoing Project ,16.95,  9780393354775,13,Trade Paperback Nonfiction
9, Douglas J. Preston ,The Lost City of the Monkey God ,15.99,  9781455540013,14,Trade Paperback Nonfiction
9, Amy Goldstein ,Janesville: An American Story ,16.0,  9781501102264,15,Trade Paperback Nonfiction
9, Angie Thomas ,The Hate U Give ,17.99,  9780062498533,1,Young Adult
9, John Green ,Turtles All the Way Down ,19.99,  9780525555360,2,Young Adult
9, David Levithan ,Every Day ,10.99,  9780525581611,3,Young Adult
9, Becky Albertalli ,Simon vs. the Homo Sapiens Agenda ,10.99,  9780062792167,4,Young Adult
9, Jen Wang ,The Prince and the Dressmaker ,16.99,  9781626723634,5,Young Adult
9, Philip Pullman ,The Book of Dust: La Belle Sauvage ,22.99,  9780375815300,6,Young Adult
9, Nicola Yoon ,"Everything, Everything ",10.99,  9781524769604,7,Young Adult
9, Tamora Pierce ,Tempests and Slaughter ,18.99,  9780375847110,8,Young Adult
9, Karen M. McManus ,One of Us Is Lying ,17.99,  9781524714680,9,Young Adult
9, Markus Zusak ,The Book Thief ,12.99,  9780385754729,10,Young Adult
9, Nic Stone ,Dear Martin ,17.99,  9781101939499,11,Young Adult
9, John Green ,The Fault in Our Stars ,12.99,  9780142424179,12,Young Adult
9, Marie Lu ,Warcross ,18.99,  9780399547966,13,Young Adult
9, Holly Black ,The Cruel Prince ,18.99,  9780316310277,14,Young Adult
9, Nicola Yoon ,The Sun Is Also a Star ,18.99,  9780553496680,15,Young Adult
