index_number,x1,x2,x3,x4,y
42375,0.56667,0.8,1.4,0.7,0.238282864
42376,0.63333,0.8,1.4,0.7,0.194567311
42377,0.7,0.8,1.4,0.7,0.149192328
42378,0.76667,0.8,1.4,0.7,0.102712478
42379,0.83333,0.8,1.4,0.7,0.055748467
42380,0.9,0.8,1.4,0.7,0.010206276
42397,-0.033333,0.8,1.6,0.7,0.612911074
42398,0.033333,0.8,1.6,0.7,0.568824402
42399,0.1,0.8,1.6,0.7,0.526111298
42400,0.16667,0.8,1.6,0.7,0.484198698
42401,0.23333,0.8,1.6,0.7,0.443163237
42402,0.3,0.8,1.6,0.7,0.402937071
42403,0.36667,0.8,1.6,0.7,0.361982472
42404,0.43333,0.8,1.6,0.7,0.320415204
42405,0.5,0.8,1.6,0.7,0.27852436
42406,0.56667,0.8,1.6,0.7,0.235118704
42407,0.63333,0.8,1.6,0.7,0.191225451
42408,0.7,0.8,1.6,0.7,0.14571428
42409,0.76667,0.8,1.6,0.7,0.099136317
42410,0.83333,0.8,1.6,0.7,0.052107523
42411,0.9,0.8,1.6,0.7,0.00652892
42428,-0.033333,0.8,1.8,0.7,0.611959975
42429,0.033333,0.8,1.8,0.7,0.567851953
42430,0.1,0.8,1.8,0.7,0.525060731
42431,0.16667,0.8,1.8,0.7,0.482954221
42432,0.23333,0.8,1.8,0.7,0.441597536
42433,0.3,0.8,1.8,0.7,0.400987484
42434,0.36667,0.8,1.8,0.7,0.359640851
42435,0.43333,0.8,1.8,0.7,0.317720454
42436,0.5,0.8,1.8,0.7,0.275534887
42437,0.56667,0.8,1.8,0.7,0.231885398
42438,0.63333,0.8,1.8,0.7,0.187799636
42439,0.7,0.8,1.8,0.7,0.142136119
42440,0.76667,0.8,1.8,0.7,0.095443091
42441,0.83333,0.8,1.8,0.7,0.04833254
42442,0.9,0.8,1.8,0.7,0.002701661
42459,-0.033333,0.8,2.0,0.7,0.611128251
42460,0.033333,0.8,2.0,0.7,0.566954039
42461,0.1,0.8,2.0,0.7,0.524038009
42462,0.16667,0.8,2.0,0.7,0.48170175
42463,0.23333,0.8,2.0,0.7,0.440011172
42464,0.3,0.8,2.0,0.7,0.39901932
42465,0.36667,0.8,2.0,0.7,0.357284922
42466,0.43333,0.8,2.0,0.7,0.315010752
42467,0.5,0.8,2.0,0.7,0.272524206
42468,0.56667,0.8,2.0,0.7,0.228620608
42469,0.63333,0.8,2.0,0.7,0.184329875
42470,0.7,0.8,2.0,0.7,0.138499895
42471,0.76667,0.8,2.0,0.7,0.091676752
42472,0.83333,0.8,2.0,0.7,0.044469016
42473,0.9,0.8,2.0,0.7,-0.001228893
42707,-0.033333,0.8,1.4,0.75,0.588956424
42708,0.033333,0.8,1.4,0.75,0.547186545
42709,0.1,0.8,1.4,0.75,0.506839136
42710,0.16667,0.8,1.4,0.75,0.467431591
42711,0.23333,0.8,1.4,0.75,0.42899034
42712,0.3,0.8,1.4,0.75,0.391323363
42713,0.36667,0.8,1.4,0.75,0.352897967
42714,0.43333,0.8,1.4,0.75,0.31379682
42715,0.5,0.8,1.4,0.75,0.274312293
42716,0.56667,0.8,1.4,0.75,0.233348504
42717,0.63333,0.8,1.4,0.75,0.191894097
42718,0.7,0.8,1.4,0.75,0.148892611
42719,0.76667,0.8,1.4,0.75,0.104870434
42720,0.83333,0.8,1.4,0.75,0.06041343
42721,0.9,0.8,1.4,0.75,0.017321649
42738,-0.033333,0.8,1.6,0.75,0.587980455
42739,0.033333,0.8,1.6,0.75,0.546241521
42740,0.1,0.8,1.6,0.75,0.505869797
42741,0.16667,0.8,1.6,0.75,0.466308813
42742,0.23333,0.8,1.6,0.75,0.427564464
42743,0.3,0.8,1.6,0.75,0.389526198
42744,0.36667,0.8,1.6,0.75,0.350729183
42745,0.43333,0.8,1.6,0.75,0.311301598
42746,0.5,0.8,1.6,0.75,0.271547874
42747,0.56667,0.8,1.6,0.75,0.230361344
42748,0.63333,0.8,1.6,0.75,0.188730278
42749,0.7,0.8,1.6,0.75,0.145588714
42750,0.76667,0.8,1.6,0.75,0.101461164
42751,0.83333,0.8,1.6,0.75,0.056930095
42752,0.9,0.8,1.6,0.75,0.013791889
42769,-0.033333,0.8,1.8,0.75,0.587123528
42770,0.033333,0.8,1.8,0.75,0.545365994
42771,0.1,0.8,1.8,0.75,0.504915743
42772,0.16667,0.8,1.8,0.75,0.465157804
42773,0.23333,0.8,1.8,0.75,0.426095162
42774,0.3,0.8,1.8,0.75,0.387686807
42775,0.36667,0.8,1.8,0.75,0.348519853
42776,0.43333,0.8,1.8,0.75,0.308761884
42777,0.5,0.8,1.8,0.75,0.268730593
42778,0.56667,0.8,1.8,0.75,0.227310223
42779,0.63333,0.8,1.8,0.75,0.185489912
42780,0.7,0.8,1.8,0.75,0.142194172
42781,0.76667,0.8,1.8,0.75,0.097946078
42782,0.83333,0.8,1.8,0.75,0.05332537
42783,0.9,0.8,1.8,0.75,0.010125911
42800,-0.033333,0.8,2.0,0.75,0.586377484
42801,0.033333,0.8,2.0,0.75,0.544558749
42802,0.1,0.8,2.0,0.75,0.50398599
42803,0.16667,0.8,2.0,0.75,0.463998875
42804,0.23333,0.8,2.0,0.75,0.4246081
42805,0.3,0.8,2.0,0.75,0.385832146
42806,0.36667,0.8,2.0,0.75,0.346298312
42807,0.43333,0.8,2.0,0.75,0.30620843
42808,0.5,0.8,2.0,0.75,0.265893752
42809,0.56667,0.8,2.0,0.75,0.224230796
42810,0.63333,0.8,2.0,0.75,0.18221074
42811,0.7,0.8,2.0,0.75,0.138748751
42812,0.76667,0.8,2.0,0.75,0.094366887
42813,0.83333,0.8,2.0,0.75,0.049642664
42814,0.9,0.8,2.0,0.75,0.006368413
43048,-0.033333,0.8,1.4,0.8,0.564963984
43049,0.033333,0.8,1.4,0.8,0.525449888
43050,0.1,0.8,1.4,0.8,0.487353984
43051,0.16667,0.8,1.4,0.8,0.450209408
43052,0.23333,0.8,1.4,0.8,0.413958912
43053,0.3,0.8,1.4,0.8,0.378363696
43054,0.36667,0.8,1.4,0.8,0.341971216
43055,0.43333,0.8,1.4,0.8,0.30489104
43056,0.5,0.8,1.4,0.8,0.267435328
43057,0.56667,0.8,1.4,0.8,0.22858584
43058,0.63333,0.8,1.4,0.8,0.189289824
43059,0.7,0.8,1.4,0.8,0.148549349
43060,0.76667,0.8,1.4,0.8,0.106863978
43061,0.83333,0.8,1.4,0.8,0.064787218
43062,0.9,0.8,1.4,0.8,0.024019547
43079,-0.033333,0.8,1.6,0.8,0.564073984
43080,0.033333,0.8,1.6,0.8,0.524590672
43081,0.1,0.8,1.6,0.8,0.486468112
43082,0.16667,0.8,1.6,0.8,0.449164896
43083,0.23333,0.8,1.6,0.8,0.412614224
43084,0.3,0.8,1.6,0.8,0.37666488
43085,0.36667,0.8,1.6,0.8,0.339926432
43086,0.43333,0.8,1.6,0.8,0.302543216
43087,0.5,0.8,1.6,0.8,0.264833952
43088,0.56667,0.8,1.6,0.8,0.225769856
43089,0.63333,0.8,1.6,0.8,0.186299328
43090,0.7,0.8,1.6,0.8,0.145416662
43091,0.76667,0.8,1.6,0.8,0.103620752
43092,0.83333,0.8,1.6,0.8,0.06146271
43093,0.9,0.8,1.6,0.8,0.020640421
43110,-0.033333,0.8,1.8,0.8,0.563295376
43111,0.033333,0.8,1.8,0.8,0.52379616
43112,0.1,0.8,1.8,0.8,0.48559584
43113,0.16667,0.8,1.8,0.8,0.448094528
43114,0.23333,0.8,1.8,0.8,0.411231392
43115,0.3,0.8,1.8,0.8,0.374928704
43116,0.36667,0.8,1.8,0.8,0.337844112
43117,0.43333,0.8,1.8,0.8,0.30015328
43118,0.5,0.8,1.8,0.8,0.262183072
43119,0.56667,0.8,1.8,0.8,0.22289504
43120,0.63333,0.8,1.8,0.8,0.183239312
43121,0.7,0.8,1.8,0.8,0.142202106
43122,0.76667,0.8,1.8,0.8,0.100282027
43123,0.83333,0.8,1.8,0.8,0.058028427
43124,0.9,0.8,1.8,0.8,0.017137718
43141,-0.033333,0.8,2.0,0.8,0.562620224
43142,0.033333,0.8,2.0,0.8,0.523064848
43143,0.1,0.8,2.0,0.8,0.484745344
43144,0.16667,0.8,2.0,0.8,0.44701704
43145,0.23333,0.8,2.0,0.8,0.409833856
43146,0.3,0.8,2.0,0.8,0.373180176
43147,0.36667,0.8,2.0,0.8,0.335751184
43148,0.43333,0.8,2.0,0.8,0.297750608
43149,0.5,0.8,2.0,0.8,0.259514224
43150,0.56667,0.8,2.0,0.8,0.219995008
43151,0.63333,0.8,2.0,0.8,0.180145312
43152,0.7,0.8,2.0,0.8,0.13894327
43153,0.76667,0.8,2.0,0.8,0.0968874
43154,0.83333,0.8,2.0,0.8,0.05452577
43155,0.9,0.8,2.0,0.8,0.013554256
43389,-0.033333,0.8,1.4,0.85,0.542027998
43390,0.033333,0.8,1.4,0.85,0.504674152
43391,0.1,0.8,1.4,0.85,0.468733838
43392,0.16667,0.8,1.4,0.85,0.433754254
43393,0.23333,0.8,1.4,0.85,0.399590803
43394,0.3,0.8,1.4,0.85,0.365961581
43395,0.36667,0.8,1.4,0.85,0.331499499
43396,0.43333,0.8,1.4,0.85,0.296344292
43397,0.5,0.8,1.4,0.85,0.260824105
43398,0.56667,0.8,1.4,0.85,0.223990548
43399,0.63333,0.8,1.4,0.85,0.186749069
43400,0.7,0.8,1.4,0.85,0.148156779
43401,0.76667,0.8,1.4,0.85,0.108687951
43402,0.83333,0.8,1.4,0.85,0.068866031
43403,0.9,0.8,1.4,0.85,0.030298008
43420,-0.033333,0.8,1.6,0.85,0.541208177
43421,0.033333,0.8,1.6,0.85,0.503885134
43422,0.1,0.8,1.6,0.85,0.467917263
43423,0.16667,0.8,1.6,0.85,0.432776099
43424,0.23333,0.8,1.6,0.85,0.398318912
43425,0.3,0.8,1.6,0.85,0.364355971
43426,0.36667,0.8,1.6,0.85,0.329574314
43427,0.43333,0.8,1.6,0.85,0.294138309
43428,0.5,0.8,1.6,0.85,0.258379159
43429,0.56667,0.8,1.6,0.85,0.221339108
43430,0.63333,0.8,1.6,0.85,0.183926222
43431,0.7,0.8,1.6,0.85,0.145191184
43432,0.76667,0.8,1.6,0.85,0.105608456
43433,0.83333,0.8,1.6,0.85,0.06569983
43434,0.9,0.8,1.6,0.85,0.027070598
43451,-0.033333,0.8,1.8,0.85,0.540493022
43452,0.033333,0.8,1.8,0.85,0.503157025
43453,0.1,0.8,1.8,0.85,0.467113421
43454,0.16667,0.8,1.8,0.85,0.431774977
43455,0.23333,0.8,1.8,0.85,0.397013974
43456,0.3,0.8,1.8,0.85,0.36271711
43457,0.36667,0.8,1.8,0.85,0.327614093
43458,0.43333,0.8,1.8,0.85,0.29189258
43459,0.5,0.8,1.8,0.85,0.255888143
43460,0.56667,0.8,1.8,0.85,0.218633846
43461,0.63333,0.8,1.8,0.85,0.181040408
43462,0.7,0.8,1.8,0.85,0.14215175
43463,0.76667,0.8,1.8,0.85,0.102442842
43464,0.83333,0.8,1.8,0.85,0.062434446
43465,0.9,0.8,1.8,0.85,0.02373122
43482,-0.033333,0.8,2.0,0.85,0.539874866
43483,0.033333,0.8,2.0,0.85,0.50248799
43484,0.1,0.8,2.0,0.85,0.46632969
43485,0.16667,0.8,2.0,0.85,0.430768058
43486,0.23333,0.8,2.0,0.85,0.39569734
43487,0.3,0.8,2.0,0.85,0.361068304
43488,0.36667,0.8,2.0,0.85,0.325644403
43489,0.43333,0.8,2.0,0.85,0.289634951
43490,0.5,0.8,2.0,0.85,0.253380824
43491,0.56667,0.8,2.0,0.85,0.215906383
43492,0.63333,0.8,2.0,0.85,0.178125134
43493,0.7,0.8,2.0,0.85,0.139074038
43494,0.76667,0.8,2.0,0.85,0.099228714
43495,0.83333,0.8,2.0,0.85,0.059109345
43496,0.9,0.8,2.0,0.85,0.020320835
43730,-0.033333,0.8,1.4,0.9,0.520148879
43731,0.033333,0.8,1.4,0.9,0.484857907
43732,0.1,0.8,1.4,0.9,0.450976348
43733,0.16667,0.8,1.4,0.9,0.418062893
43734,0.23333,0.8,1.4,0.9,0.385880371
43735,0.3,0.8,1.4,0.9,0.354109459
43736,0.36667,0.8,1.4,0.9,0.321475619
43737,0.43333,0.8,1.4,0.9,0.288150392
43738,0.5,0.8,1.4,0.9,0.254472829
43739,0.56667,0.8,1.4,0.9,0.219557034
43740,0.63333,0.8,1.4,0.9,0.184266997
43741,0.7,0.8,1.4,0.9,0.147711662
43742,0.76667,0.8,1.4,0.9,0.110341548
43743,0.83333,0.8,1.4,0.9,0.07265217
43744,0.9,0.8,1.4,0.9,0.036162758
43761,-0.033333,0.8,1.6,0.9,0.519385654
43762,0.033333,0.8,1.6,0.9,0.484125767
43763,0.1,0.8,1.6,0.9,0.450217172
43764,0.16667,0.8,1.6,0.9,0.417141283
43765,0.23333,0.8,1.6,0.9,0.384674899
43766,0.3,0.8,1.6,0.9,0.352593232
43767,0.36667,0.8,1.6,0.9,0.319665917
43768,0.43333,0.8,1.6,0.9,0.286080389
43769,0.5,0.8,1.6,0.9,0.252177338
43770,0.56667,0.8,1.6,0.9,0.217063199
43771,0.63333,0.8,1.6,0.9,0.181605706
43772,0.7,0.8,1.6,0.9,0.144908428
43773,0.76667,0.8,1.6,0.9,0.107422585
43774,0.83333,0.8,1.6,0.9,0.06964261
43775,0.9,0.8,1.6,0.9,0.033086793
43792,-0.033333,0.8,1.8,0.9,0.518721123
43793,0.033333,0.8,1.8,0.9,0.483451535
43794,0.1,0.8,1.8,0.9,0.449470507
43795,0.16667,0.8,1.8,0.9,0.416199964
43796,0.23333,0.8,1.8,0.9,0.383441076
43797,0.3,0.8,1.8,0.9,0.351047142
43798,0.36667,0.8,1.8,0.9,0.317823364
43799,0.43333,0.8,1.8,0.9,0.283973126
43800,0.5,0.8,1.8,0.9,0.249839294
43801,0.56667,0.8,1.8,0.9,0.214520349
43802,0.63333,0.8,1.8,0.9,0.178887513
43803,0.7,0.8,1.8,0.9,0.142038643
43804,0.76667,0.8,1.8,0.9,0.104425998
43805,0.83333,0.8,1.8,0.9,0.066543506
43806,0.9,0.8,1.8,0.9,0.029909506
43823,-0.033333,0.8,2.0,0.9,0.518147943
43824,0.033333,0.8,2.0,0.9,0.482833102
43825,0.1,0.8,2.0,0.9,0.448742957
43826,0.16667,0.8,2.0,0.9,0.415254523
43827,0.23333,0.8,2.0,0.9,0.38219838
43828,0.3,0.8,2.0,0.9,0.349492971
43829,0.36667,0.8,2.0,0.9,0.315972154
43830,0.43333,0.8,2.0,0.9,0.281854811
43831,0.5,0.8,2.0,0.9,0.247486725
43832,0.56667,0.8,2.0,0.9,0.21195824
43833,0.63333,0.8,2.0,0.9,0.176144039
43834,0.7,0.8,2.0,0.9,0.139135972
43835,0.76667,0.8,2.0,0.9,0.101387495
43836,0.83333,0.8,2.0,0.9,0.063392444
43837,0.9,0.8,2.0,0.9,0.026670012
44071,-0.033333,0.8,1.4,0.95,0.499360916
44072,0.033333,0.8,1.4,0.95,0.466030591
44073,0.1,0.8,1.4,0.95,0.434106802
44074,0.16667,0.8,1.4,0.95,0.403155881
44075,0.23333,0.8,1.4,0.95,0.37284182
44076,0.3,0.8,1.4,0.95,0.342817386
44077,0.36667,0.8,1.4,0.95,0.311908379
44078,0.43333,0.8,1.4,0.95,0.280316721
44079,0.5,0.8,1.4,0.95,0.248386529
44080,0.56667,0.8,1.4,0.95,0.215287821
44081,0.63333,0.8,1.4,0.95,0.181844026
44082,0.7,0.8,1.4,0.95,0.147212989
44083,0.76667,0.8,1.4,0.95,0.111822987
44084,0.83333,0.8,1.4,0.95,0.07614358
44085,0.9,0.8,1.4,0.95,0.04161182
44102,-0.033333,0.8,1.6,0.95,0.49864296
44103,0.033333,0.8,1.6,0.95,0.465344271
44104,0.1,0.8,1.6,0.95,0.433395155
44105,0.16667,0.8,1.6,0.95,0.402282899
44106,0.23333,0.8,1.6,0.95,0.371698043
44107,0.3,0.8,1.6,0.95,0.341387422
44108,0.36667,0.8,1.6,0.95,0.310209576
44109,0.43333,0.8,1.6,0.95,0.278376078
44110,0.5,0.8,1.6,0.95,0.246232871
44111,0.56667,0.8,1.6,0.95,0.212944043
44112,0.63333,0.8,1.6,0.95,0.179337536
44113,0.7,0.8,1.6,0.95,0.144566494
44114,0.76667,0.8,1.6,0.95,0.10906023
44115,0.83333,0.8,1.6,0.95,0.073287652
44116,0.9,0.8,1.6,0.95,0.038685508
44133,-0.033333,0.8,1.8,0.95,0.498018412
44134,0.033333,0.8,1.8,0.95,0.46471349
44135,0.1,0.8,1.8,0.95,0.432696352
44136,0.16667,0.8,1.8,0.95,0.401393654
44137,0.23333,0.8,1.8,0.95,0.370530135
44138,0.3,0.8,1.8,0.95,0.339930344
44139,0.36667,0.8,1.8,0.95,0.308480011
44140,0.43333,0.8,1.8,0.95,0.276400798
44141,0.5,0.8,1.8,0.95,0.244040224
44142,0.56667,0.8,1.8,0.95,0.210555805
44143,0.63333,0.8,1.8,0.95,0.176779664
44144,0.7,0.8,1.8,0.95,0.141860008
44145,0.76667,0.8,1.8,0.95,0.10622749
44146,0.83333,0.8,1.8,0.95,0.070350899
44147,0.9,0.8,1.8,0.95,0.035667577
44164,-0.033333,0.8,2.0,0.95,0.497480296
44165,0.033333,0.8,2.0,0.95,0.464135949
44166,0.1,0.8,2.0,0.95,0.432016207
44167,0.16667,0.8,2.0,0.95,0.400502223
44168,0.23333,0.8,2.0,0.95,0.369355862
44169,0.3,0.8,2.0,0.95,0.338466578
44170,0.36667,0.8,2.0,0.95,0.306742504
44171,0.43333,0.8,2.0,0.95,0.274415523
44172,0.5,0.8,2.0,0.95,0.241834904
44173,0.56667,0.8,2.0,0.95,0.208151093
44174,0.63333,0.8,2.0,0.95,0.174200276
44175,0.7,0.8,2.0,0.95,0.139125411
44176,0.76667,0.8,2.0,0.95,0.103358668
44177,0.83333,0.8,2.0,0.95,0.067369086
44178,0.9,0.8,2.0,0.95,0.032595335
44412,-0.033333,0.8,1.4,1.0,0.4796695
44413,0.033333,0.8,1.4,1.0,0.44819568
44414,0.1,0.8,1.4,1.0,0.41812722
44415,0.16667,0.8,1.4,1.0,0.3890327
44416,0.23333,0.8,1.4,1.0,0.3604705
44417,0.3,0.8,1.4,1.0,0.33208042
44418,0.36667,0.8,1.4,1.0,0.30279494
44419,0.43333,0.8,1.4,1.0,0.2728414
44420,0.5,0.8,1.4,1.0,0.24256336
44421,0.56667,0.8,1.4,1.0,0.21118108
44422,0.63333,0.8,1.4,1.0,0.179478932
44423,0.7,0.8,1.4,1.0,0.146660894
44424,0.76667,0.8,1.4,1.0,0.113134414
44425,0.83333,0.8,1.4,1.0,0.079344916
44426,0.9,0.8,1.4,1.0,0.046652578
44443,-0.033333,0.8,1.6,1.0,0.4789879
44444,0.033333,0.8,1.6,1.0,0.44754638
44445,0.1,0.8,1.6,1.0,0.41745528
44446,0.16667,0.8,1.6,1.0,0.38820224
44447,0.23333,0.8,1.6,1.0,0.35938522
44448,0.3,0.8,1.6,1.0,0.33073384
44449,0.36667,0.8,1.6,1.0,0.30120186
44450,0.43333,0.8,1.6,1.0,0.271023
44451,0.5,0.8,1.6,1.0,0.24054362
44452,0.56667,0.8,1.6,1.0,0.20897958
44453,0.63333,0.8,1.6,1.0,0.177120126
44454,0.7,0.8,1.6,1.0,0.144164938
44455,0.76667,0.8,1.6,1.0,0.110522706
44456,0.83333,0.8,1.6,1.0,0.07663855
44457,0.9,0.8,1.6,1.0,0.04387289
44474,-0.033333,0.8,1.8,1.0,0.47839498
44475,0.033333,0.8,1.8,1.0,0.44695078
44476,0.1,0.8,1.8,1.0,0.41679688
44477,0.16667,0.8,1.8,1.0,0.387359
44478,0.23333,0.8,1.8,1.0,0.35827942
44479,0.3,0.8,1.8,1.0,0.32936252
44480,0.36667,0.8,1.8,1.0,0.29958026
44481,0.43333,0.8,1.8,1.0,0.26917272
44482,0.5,0.8,1.8,1.0,0.23848842
44483,0.56667,0.8,1.8,1.0,0.20673784
44484,0.63333,0.8,1.8,1.0,0.174714914
44485,0.7,0.8,1.8,1.0,0.14161486
44486,0.76667,0.8,1.8,1.0,0.107847886
44487,0.83333,0.8,1.8,1.0,0.07385926
44488,0.9,0.8,1.8,1.0,0.041010446
44505,-0.033333,0.8,2.0,1.0,0.47788416
44506,0.033333,0.8,2.0,1.0,0.44640644
44507,0.1,0.8,2.0,1.0,0.41615712
44508,0.16667,0.8,2.0,1.0,0.38651566
44509,0.23333,0.8,2.0,1.0,0.35716942
44510,0.3,0.8,2.0,1.0,0.32798556
44511,0.36667,0.8,2.0,1.0,0.29795146
44512,0.43333,0.8,2.0,1.0,0.26731368
44513,0.5,0.8,2.0,1.0,0.23642238
44514,0.56667,0.8,2.0,1.0,0.20448222
44515,0.63333,0.8,2.0,1.0,0.172291514
44516,0.7,0.8,2.0,1.0,0.139040854
44517,0.76667,0.8,2.0,1.0,0.105142104
44518,0.83333,0.8,2.0,1.0,0.071041016
44519,0.9,0.8,2.0,1.0,0.038100746
44753,-0.033333,0.8,1.4,1.1,0.443400675
